0,0.009959
0.97656,0.0060088
1.9531,0.0007987
2.9297,0.014529
3.9062,0.0033822
4.8828,0.0030993
5.8594,0.0022668
6.8359,0.0033227
7.8125,0.001932
8.7891,0.0018112
9.7656,0.0012547
10.742,0.00036378
11.719,0.0017784
12.695,0.00055058
13.672,0.0018179
14.648,0.0053687
15.625,0.0037906
16.602,0.002601
17.578,0.020422
18.555,0.0099323
19.531,0.010613
20.508,0.0079829
21.484,0.003048
22.461,0.0085275
23.438,0.015919
24.414,0.019824
25.391,0.043229
26.367,0.083561
27.344,0.055053
28.32,0.012974
29.297,0.0057614
30.273,0.0067524
31.25,0.025561
32.227,0.014262
33.203,0.0059198
34.18,0.0055831
35.156,0.00038413
36.133,0.00049258
37.109,0.00020861
38.086,0.0018679
39.062,0.001979
40.039,0.00035846
41.016,0.00056033
41.992,0.0026915
42.969,0.0013536
43.945,0.0086929
44.922,0.016684
45.898,0.010333
46.875,0.0068882
47.852,0.0020207
48.828,0.0070948
49.805,0.0039033
