0,0.0007551
0.97656,0.019622
1.9531,0.00267
2.9297,0.038317
3.9062,0.02
4.8828,0.032173
5.8594,0.0055804
6.8359,0.016749
7.8125,0.014213
8.7891,0.019727
9.7656,0.013308
10.742,0.0052858
11.719,0.0035288
12.695,0.026708
13.672,0.0098799
14.648,0.0053647
15.625,0.030668
16.602,0.0061724
17.578,0.0018632
18.555,0.05429
19.531,0.017229
20.508,0.002098
21.484,0.0082044
22.461,0.010475
23.438,0.011858
24.414,0.0024968
25.391,0.08728
26.367,0.097653
27.344,0.087683
28.32,0.069471
29.297,0.0030006
30.273,0.026714
31.25,0.047961
32.227,0.045813
33.203,0.057854
34.18,0.031867
35.156,0.0011033
36.133,0.0019055
37.109,0.0028647
38.086,0.011902
39.062,0.0091009
40.039,0.02029
41.016,0.011904
41.992,0.014616
42.969,0.0066184
43.945,0.022738
44.922,0.04261
45.898,0.026664
46.875,0.0065423
47.852,0.0044103
48.828,0.012484
49.805,0.0048173
