0,0.00013782
0.97656,0.022017
1.9531,0.010917
2.9297,0.035389
3.9062,0.034007
4.8828,0.020955
5.8594,0.090154
6.8359,0.052858
7.8125,0.014835
8.7891,0.0023327
9.7656,0.012613
10.742,0.037196
11.719,0.0038478
12.695,0.0092453
13.672,0.00088321
14.648,0.01624
15.625,0.00035119
16.602,0.040715
17.578,0.1174
18.555,0.0787
19.531,0.087528
20.508,0.066354
21.484,0.058736
22.461,0.02416
23.438,0.049168
24.414,0.1149
25.391,0.13873
26.367,0.066472
27.344,0.045903
28.32,0.025861
29.297,0.014303
30.273,0.044025
31.25,0.026763
32.227,0.038776
33.203,0.011309
34.18,0.016692
35.156,0.015274
36.133,0.025312
37.109,0.0056124
38.086,0.0085946
39.062,0.012895
40.039,0.0042204
41.016,0.043065
41.992,0.014732
42.969,0.00014737
43.945,0.0017374
44.922,0.0050449
45.898,0.016794
46.875,0.059027
47.852,0.0086811
48.828,0.0082856
49.805,0.0069193
