0,0.082527
0.97656,0.062786
1.9531,0.0028554
2.9297,0.046439
3.9063,0.046233
4.8828,0.025028
5.8594,0.043349
6.8359,0.013859
7.8125,0.071228
8.7891,0.0060819
9.7656,0.08225
10.742,0.01293
11.719,0.0037705
12.695,0.0087307
13.672,0.062673
14.648,0.019871
15.625,0.03208
16.602,0.027711
17.578,0.019338
18.555,0.018869
19.531,0.035337
20.508,0.027646
21.484,0.044716
22.461,0.03242
23.438,0.10131
24.414,0.14057
25.391,0.19737
26.367,0.17629
27.344,0.12531
28.32,0.019786
29.297,0.0057763
30.273,0.059698
31.25,0.048619
32.227,0.050101
33.203,0.043248
34.18,0.012185
35.156,0.0052773
36.133,0.011981
37.109,0.017254
38.086,0.012219
39.063,0.012337
40.039,0.026038
41.016,0.041795
41.992,0.0024537
42.969,0.062236
43.945,0.064755
44.922,0.0034153
45.898,0.016106
46.875,0.028513
47.852,0.035112
48.828,0.022421
49.805,0.025238
