0,0.021706
0.97656,0.0069319
1.9531,0.0067992
2.9297,0.0029139
3.9063,0.0062983
4.8828,0.030784
5.8594,0.017009
6.8359,0.010625
7.8125,0.016147
8.7891,0.032677
9.7656,0.030038
10.742,0.040375
11.719,0.011308
12.695,0.01039
13.672,0.060389
14.648,0.13902
15.625,0.041669
16.602,0.010544
17.578,0.038315
18.555,0.028001
19.531,0.065026
20.508,0.12455
21.484,0.12338
22.461,0.1188
23.438,0.098208
24.414,0.11143
25.391,0.11507
26.367,0.080155
27.344,0.022596
28.32,0.034728
29.297,0.0048448
30.273,0.0023397
31.25,0.02763
32.227,0.032674
33.203,0.11072
34.18,0.0037105
35.156,0.047908
36.133,0.040907
37.109,0.01985
38.086,0.0030845
39.063,0.048262
40.039,0.027868
41.016,0.021298
41.992,0.0034896
42.969,0.0097764
43.945,0.0076045
44.922,0.0082875
45.898,0.014401
46.875,0.058059
47.852,0.017869
48.828,0.020161
49.805,0.061123
