0,0.039922
0.97656,0.0068035
1.9531,0.009177
2.9297,0.032858
3.9062,0.0022173
4.8828,0.0058046
5.8594,0.02495
6.8359,0.036877
7.8125,0.03943
8.7891,0.024077
9.7656,0.012149
10.742,0.014559
11.719,0.0076057
12.695,0.044781
13.672,0.049181
14.648,0.019851
15.625,0.0011008
16.602,0.017854
17.578,0.021033
18.555,0.025947
19.531,0.047925
20.508,0.1575
21.484,0.15154
22.461,0.085032
23.438,0.10708
24.414,0.14239
25.391,0.094946
26.367,0.052165
27.344,0.050244
28.32,0.060635
29.297,0.070438
30.273,0.085129
31.25,0.020529
32.227,0.0017407
33.203,0.01616
34.18,0.0061188
35.156,0.008053
36.133,0.032491
37.109,0.0009435
38.086,0.010438
39.062,0.02616
40.039,0.0085041
41.016,0.00035469
41.992,0.0072843
42.969,0.0018571
43.945,0.0081311
44.922,0.0036174
45.898,0.011349
46.875,0.030383
47.852,0.057168
48.828,0.016143
49.805,0.033059
