0,0.051934
0.97656,0.0010046
1.9531,0.026866
2.9297,0.073423
3.9062,0.016164
4.8828,0.0022338
5.8594,0.010954
6.8359,0.0083264
7.8125,0.012025
8.7891,0.010933
9.7656,0.039947
10.742,0.0037362
11.719,0.0087821
12.695,0.052068
13.672,0.051396
14.648,0.1014
15.625,0.10383
16.602,0.05068
17.578,0.068099
18.555,0.26043
19.531,0.22788
20.508,0.14268
21.484,0.13723
22.461,0.066179
23.438,0.19272
24.414,0.25009
25.391,0.2938
26.367,0.16919
27.344,0.053598
28.32,0.027782
29.297,0.040689
30.273,0.051844
31.25,0.030702
32.227,0.045312
33.203,0.11477
34.18,0.051552
35.156,0.0083287
36.133,0.014623
37.109,0.038157
38.086,0.061969
39.062,0.072774
40.039,0.011721
41.016,0.015325
41.992,0.019538
42.969,0.047915
43.945,0.055019
44.922,0.018518
45.898,0.0046256
46.875,0.010317
47.852,0.004679
48.828,0.037078
49.805,0.002337
